m,TagName,
"2020-12-01 00:00:00","c","2651"
"2020-12-01 00:00:00","c#","5745"
"2020-12-01 00:00:00","c++","4452"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7837"
"2020-12-01 00:00:00","javascript","16032"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4802"
"2020-12-01 00:00:00","python","22231"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2101"
"2021-01-01 00:00:00","assembly","309"
"2021-01-01 00:00:00","c","2570"
"2021-01-01 00:00:00","c#","6196"
"2021-01-01 00:00:00","c++","4107"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8047"
"2021-01-01 00:00:00","javascript","16887"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4759"
"2021-01-01 00:00:00","python","22904"
"2021-01-01 00:00:00","r","4342"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2320"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2242"
"2021-02-01 00:00:00","c#","5812"
"2021-02-01 00:00:00","c++","4102"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","571"
"2021-02-01 00:00:00","java","7598"
"2021-02-01 00:00:00","javascript","15296"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4377"
"2021-02-01 00:00:00","python","21423"
"2021-02-01 00:00:00","r","4330"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2264"
"2021-03-01 00:00:00","assembly","322"
"2021-03-01 00:00:00","c","2489"
"2021-03-01 00:00:00","c#","6403"
"2021-03-01 00:00:00","c++","4310"
"2021-03-01 00:00:00","delphi","256"
"2021-03-01 00:00:00","go","761"
"2021-03-01 00:00:00","java","8677"
"2021-03-01 00:00:00","javascript","16779"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4759"
"2021-03-01 00:00:00","python","23953"
"2021-03-01 00:00:00","r","5182"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2388"
"2021-04-01 00:00:00","assembly","321"
"2021-04-01 00:00:00","c","2301"
"2021-04-01 00:00:00","c#","5917"
"2021-04-01 00:00:00","c++","3950"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7938"
"2021-04-01 00:00:00","javascript","15867"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4326"
"2021-04-01 00:00:00","python","22733"
"2021-04-01 00:00:00","r","4802"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2114"
"2021-05-01 00:00:00","assembly","301"
"2021-05-01 00:00:00","c","2094"
"2021-05-01 00:00:00","c#","5761"
"2021-05-01 00:00:00","c++","4197"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","644"
"2021-05-01 00:00:00","java","7979"
"2021-05-01 00:00:00","javascript","15828"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4255"
"2021-05-01 00:00:00","python","22478"
"2021-05-01 00:00:00","r","4673"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1869"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1872"
"2021-06-01 00:00:00","c#","5638"
"2021-06-01 00:00:00","c++","3833"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7612"
"2021-06-01 00:00:00","javascript","15036"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4092"
"2021-06-01 00:00:00","python","20977"
"2021-06-01 00:00:00","r","4287"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1808"
"2021-07-01 00:00:00","assembly","183"
"2021-07-01 00:00:00","c","1630"
"2021-07-01 00:00:00","c#","5222"
"2021-07-01 00:00:00","c++","3522"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6971"
"2021-07-01 00:00:00","javascript","14788"
"2021-07-01 00:00:00","perl","139"
"2021-07-01 00:00:00","php","3895"
"2021-07-01 00:00:00","python","20647"
"2021-07-01 00:00:00","r","4049"
"2021-07-01 00:00:00","ruby","447"
"2021-07-01 00:00:00","swift","1977"
"2021-08-01 00:00:00","assembly","163"
"2021-08-01 00:00:00","c","1535"
"2021-08-01 00:00:00","c#","5128"
"2021-08-01 00:00:00","c++","3260"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","747"
"2021-08-01 00:00:00","java","6785"
"2021-08-01 00:00:00","javascript","14695"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3888"
"2021-08-01 00:00:00","python","19903"
"2021-08-01 00:00:00","r","4041"
"2021-08-01 00:00:00","ruby","448"
"2021-08-01 00:00:00","swift","1903"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1707"
"2021-09-01 00:00:00","c#","5075"
"2021-09-01 00:00:00","c++","3611"
"2021-09-01 00:00:00","delphi","136"
"2021-09-01 00:00:00","go","622"
"2021-09-01 00:00:00","java","6630"
"2021-09-01 00:00:00","javascript","14460"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3694"
"2021-09-01 00:00:00","python","19087"
"2021-09-01 00:00:00","r","3910"
"2021-09-01 00:00:00","ruby","447"
"2021-09-01 00:00:00","swift","1627"
"2021-10-01 00:00:00","assembly","206"
"2021-10-01 00:00:00","c","2126"
"2021-10-01 00:00:00","c#","5498"
"2021-10-01 00:00:00","c++","3822"
"2021-10-01 00:00:00","delphi","146"
"2021-10-01 00:00:00","go","721"
"2021-10-01 00:00:00","java","6945"
"2021-10-01 00:00:00","javascript","14531"
"2021-10-01 00:00:00","perl","129"
"2021-10-01 00:00:00","php","3795"
"2021-10-01 00:00:00","python","20757"
"2021-10-01 00:00:00","r","4364"
"2021-10-01 00:00:00","ruby","434"
"2021-10-01 00:00:00","swift","1637"
"2021-11-01 00:00:00","assembly","307"
"2021-11-01 00:00:00","c","2323"
"2021-11-01 00:00:00","c#","6335"
"2021-11-01 00:00:00","c++","4134"
"2021-11-01 00:00:00","delphi","152"
"2021-11-01 00:00:00","go","699"
"2021-11-01 00:00:00","java","8207"
"2021-11-01 00:00:00","javascript","15741"
"2021-11-01 00:00:00","perl","80"
"2021-11-01 00:00:00","php","4071"
"2021-11-01 00:00:00","python","23206"
"2021-11-01 00:00:00","r","4590"
"2021-11-01 00:00:00","ruby","447"
"2021-11-01 00:00:00","swift","1748"
"2021-12-01 00:00:00","assembly","284"
"2021-12-01 00:00:00","c","2241"
"2021-12-01 00:00:00","c#","5661"
"2021-12-01 00:00:00","c++","3841"
"2021-12-01 00:00:00","delphi","162"
"2021-12-01 00:00:00","go","764"
"2021-12-01 00:00:00","java","7481"
"2021-12-01 00:00:00","javascript","15203"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3697"
"2021-12-01 00:00:00","python","21913"
"2021-12-01 00:00:00","r","3910"
"2021-12-01 00:00:00","ruby","432"
"2021-12-01 00:00:00","swift","1654"
"2022-01-01 00:00:00","assembly","240"
"2022-01-01 00:00:00","c","2053"
"2022-01-01 00:00:00","c#","5881"
"2022-01-01 00:00:00","c++","3858"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","788"
"2022-01-01 00:00:00","java","7655"
"2022-01-01 00:00:00","javascript","16173"
"2022-01-01 00:00:00","perl","130"
"2022-01-01 00:00:00","php","3958"
"2022-01-01 00:00:00","python","22505"
"2022-01-01 00:00:00","r","4236"
"2022-01-01 00:00:00","ruby","476"
"2022-01-01 00:00:00","swift","1973"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1778"
"2022-02-01 00:00:00","c#","5803"
"2022-02-01 00:00:00","c++","3461"
"2022-02-01 00:00:00","delphi","188"
"2022-02-01 00:00:00","go","688"
"2022-02-01 00:00:00","java","7235"
"2022-02-01 00:00:00","javascript","15369"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3691"
"2022-02-01 00:00:00","python","22506"
"2022-02-01 00:00:00","r","4330"
"2022-02-01 00:00:00","ruby","455"
"2022-02-01 00:00:00","swift","1871"
"2022-03-01 00:00:00","assembly","250"
"2022-03-01 00:00:00","c","2095"
"2022-03-01 00:00:00","c#","6462"
"2022-03-01 00:00:00","c++","3826"
"2022-03-01 00:00:00","delphi","132"
"2022-03-01 00:00:00","go","828"
"2022-03-01 00:00:00","java","8060"
"2022-03-01 00:00:00","javascript","16251"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3737"
"2022-03-01 00:00:00","python","24490"
"2022-03-01 00:00:00","r","5075"
"2022-03-01 00:00:00","ruby","526"
"2022-03-01 00:00:00","swift","2062"
"2022-04-01 00:00:00","assembly","266"
"2022-04-01 00:00:00","c","1862"
"2022-04-01 00:00:00","c#","5915"
"2022-04-01 00:00:00","c++","3841"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","754"
"2022-04-01 00:00:00","java","7803"
"2022-04-01 00:00:00","javascript","15921"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3796"
"2022-04-01 00:00:00","python","23497"
"2022-04-01 00:00:00","r","4765"
"2022-04-01 00:00:00","ruby","492"
"2022-04-01 00:00:00","swift","1766"
"2022-05-01 00:00:00","assembly","286"
"2022-05-01 00:00:00","c","1911"
"2022-05-01 00:00:00","c#","6265"
"2022-05-01 00:00:00","c++","3876"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","673"
"2022-05-01 00:00:00","java","7831"
"2022-05-01 00:00:00","javascript","16035"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","4006"
"2022-05-01 00:00:00","python","23096"
"2022-05-01 00:00:00","r","4823"
"2022-05-01 00:00:00","ruby","501"
"2022-05-01 00:00:00","swift","1748"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1663"
"2022-06-01 00:00:00","c#","6080"
"2022-06-01 00:00:00","c++","3396"
"2022-06-01 00:00:00","delphi","126"
"2022-06-01 00:00:00","go","741"
"2022-06-01 00:00:00","java","7034"
"2022-06-01 00:00:00","javascript","15201"
"2022-06-01 00:00:00","perl","125"
"2022-06-01 00:00:00","php","3843"
"2022-06-01 00:00:00","python","22252"
"2022-06-01 00:00:00","r","4409"
"2022-06-01 00:00:00","ruby","481"
"2022-06-01 00:00:00","swift","1793"
"2022-07-01 00:00:00","assembly","212"
"2022-07-01 00:00:00","c","1499"
"2022-07-01 00:00:00","c#","5974"
"2022-07-01 00:00:00","c++","3277"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","749"
"2022-07-01 00:00:00","java","6640"
"2022-07-01 00:00:00","javascript","15244"
"2022-07-01 00:00:00","perl","131"
"2022-07-01 00:00:00","php","3794"
"2022-07-01 00:00:00","python","22555"
"2022-07-01 00:00:00","r","4200"
"2022-07-01 00:00:00","ruby","454"
"2022-07-01 00:00:00","swift","1761"
"2022-08-01 00:00:00","assembly","180"
"2022-08-01 00:00:00","c","1517"
"2022-08-01 00:00:00","c#","6377"
"2022-08-01 00:00:00","c++","3275"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","864"
"2022-08-01 00:00:00","java","6574"
"2022-08-01 00:00:00","javascript","15706"
"2022-08-01 00:00:00","perl","119"
"2022-08-01 00:00:00","php","3808"
"2022-08-01 00:00:00","python","22076"
"2022-08-01 00:00:00","r","4347"
"2022-08-01 00:00:00","ruby","478"
"2022-08-01 00:00:00","swift","1745"
"2022-09-01 00:00:00","assembly","214"
"2022-09-01 00:00:00","c","1758"
"2022-09-01 00:00:00","c#","6076"
"2022-09-01 00:00:00","c++","3360"
"2022-09-01 00:00:00","delphi","158"
"2022-09-01 00:00:00","go","885"
"2022-09-01 00:00:00","java","6882"
"2022-09-01 00:00:00","javascript","15272"
"2022-09-01 00:00:00","perl","87"
"2022-09-01 00:00:00","php","3801"
"2022-09-01 00:00:00","python","21627"
"2022-09-01 00:00:00","r","4139"
"2022-09-01 00:00:00","ruby","489"
"2022-09-01 00:00:00","swift","1901"
